filename,voice_intensity,statement_repetition,actor_gender,mfcc_mean,mfcc_max,mfcc_min,mfcc_median,mfcc_std,mfcc_delta_mean,mfcc_delta_max,mfcc_delta_min,mfcc_delta_median,mfcc_delta_std,mfcc_delta_skew,mfcc_delta_kurtosis,mfcc_delta2_mean,mfcc_delta2_max,mfcc_delta2_min,mfcc_delta2_median,mfcc_delta2_std,mfcc_delta2_skew,mfcc_delta2_kurtosis,chroma_mean,chroma_min,chroma_median,mel_mean,mel_max,mel_min,mel_median
03-01-01-01-01-01-01.wav,1,1,1,-0.9226202587522107,-0.7901761848731939,-0.224266059507456,-1.7699972413633098,-0.052546145789790055,-0.3549685862997044,-0.7831061592196072,0.6728981079273522,0.2532392230864294,-1.160387025186049,0.2974674100623582,1.0206345856608499,0.13936794424779725,-1.4377517679863983,0.9133540945990392,0.03400724828253758,-1.6335504969826167,0.9737154464068472,1.1446908764232582,1.0045407620550024,-0.7121380615639903,1.074838891691443,-0.35841074852235966,-0.3544054559915275,-0.16339097158042656,-0.22572979155840747
03-01-01-01-01-02-01.wav,1,2,1,-0.7978600333183309,-0.6254835796613774,0.10924939169591759,-1.4253145508607397,-0.3846730731528552,-0.12923780748955732,-1.7008238237742528,1.352166190081865,0.4180130279215665,-1.6375557152461018,-1.0272824150668538,0.628791937711698,-0.5513200517233955,-0.8583260808227636,0.9738190774185935,-0.8138605215574141,-1.3332530130970266,0.7683310674528077,1.1968621431070758,1.7197773292630782,1.5048176777034383,1.634098286748529,-0.3571845776574209,-0.353601832925916,-0.16333272459308318,-0.2254417508808004
03-01-01-01-02-01-01.wav,1,1,1,-0.7923866750421424,-0.4457612936882658,0.052663510621189,-1.8531281646525424,-0.14992348340919828,-0.8587456128070164,0.3985243291321596,0.455759814573162,-1.0746910302132926,-0.38950356487691445,0.41662264551694744,1.2770094307772957,1.1166598416566202,-0.7464058100898205,1.021070511488802,1.1072602411423758,-1.3828723268558518,0.42384955903944105,1.560598080988668,1.6696462433478676,2.131647021697089,1.4350517781082492,-0.35374189429390007,-0.35131252486681597,-0.16331937255625076,-0.22574197131624432
03-01-01-01-02-02-01.wav,1,2,1,-0.6784966552153547,-0.41825479611768,0.8931685803681468,-1.6310604057080842,-0.6554237807984373,-0.5530848223005033,-0.08115386940094027,1.103470670884564,-0.3870139318654258,-0.7287993373066702,-0.0036578262349274524,1.5661184028534296,-0.446857598323135,-0.7198399967461109,0.5433647632070183,-0.026932634288541146,-1.215942726180946,0.6951290474939722,1.6741586629088392,1.9151856867943682,3.1150886697176303,1.561144316066514,-0.3547514520488192,-0.35223719455922986,-0.1632953997342001,-0.22558990432092207
03-01-02-01-01-01-01.wav,1,1,1,-1.0168117532171013,-0.6702253813143022,-0.3482341930131092,-1.415251003725756,-0.47186517588804017,-1.5284215516314281,-0.27926328465830047,1.087945311264787,-0.8377592624047648,-0.9624073745872458,1.4608796748647623,1.2546058854208724,0.207802607024717,-0.43378259255524565,0.664272338554395,-0.43008401454507594,-0.9886623434460619,-0.10232959290349104,1.165135598136171,1.0443840941669835,-0.7121380615639903,0.9324264757759972,-0.36190793363539564,-0.3575419200098581,-0.16339097158042656,-0.2249869127540507
03-01-02-01-01-02-01.wav,1,2,1,-0.889897701201324,-0.6838947392214959,0.003148730063954114,-0.7400546718663703,-0.7892020146193923,-0.2737814083828806,-0.22545410486930792,1.2315340293086052,0.25691694249176245,-0.8229054838010003,0.8540982415961175,0.9593192157120208,0.8532591719808457,-0.2214289711295313,0.38281408414056145,0.14369054512079465,-0.6320354526586386,-0.13868976092733892,0.6417123711979781,1.025759576382263,-0.7121380615639903,1.108943827652153,-0.3614910282662939,-0.35664136620288833,-0.16339097158042656,-0.2208465260579635
03-01-02-01-02-01-01.wav,1,1,1,-0.7993200447373044,-0.4308909134075811,-0.5825588934984202,-1.15482022353219,0.5425267006201265,0.31862105225148357,0.35022718906449146,0.6806972220312697,0.19265392841703904,-0.015221056995249232,0.18042526622580524,0.7307847225633075,1.154153805083115,-0.5527261986005377,0.06713554544395964,1.1388270342175357,-0.5386216306582458,-1.0459589886780383,0.3482948033371854,1.5728773907181133,1.1610245365957017,1.6438639259650474,-0.3577726645833525,-0.35498249182970765,-0.16338987265633223,-0.22368473899224928
03-01-02-01-02-02-01.wav,1,2,1,-0.7131235093334043,-0.565279429275129,0.20266668068203242,-1.2859374350183586,0.03757196962837861,-0.20833207432850775,0.05461113646113345,0.8725553979136126,-0.8483407681204825,-0.3738557546025115,0.36121183716733385,0.6299541158496071,-0.649375186492403,-0.9840093705016898,0.5660827177438331,-0.4627543024020726,-1.2077829576731496,-0.2649148598436784,0.7835025465048093,1.4404438196362197,1.5333280040375048,1.4943336482478342,-0.3562722682069966,-0.354614948499155,-0.16260465059152276,-0.22519438177476003
03-01-02-02-01-01-01.wav,2,1,1,-0.9339508341948544,-0.9725728997484054,0.44175938630217737,-0.3350137313202293,-0.5294218613383455,-0.029761007905583264,-0.7107750859015857,1.3431505279086673,0.3106344347282766,-1.1649693223528519,-0.826782756968547,1.311289653919434,2.073350948228177,-0.720648890504299,0.8463400879743382,1.024136966775927,-1.166310810463035,-0.026775437633411045,0.6058060293552638,1.252855034161026,-0.7121380615639903,1.1208763910424806,-0.3633052805547159,-0.35917904648442894,-0.16339097158042656,-0.218873013223497
03-01-02-02-01-02-01.wav,2,2,1,-0.7780967344857096,-1.067398600421392,0.18571157528555374,0.3674595970033531,-0.9455312753444807,-0.24985983980583049,-0.0008351702853098997,0.6430258710767496,0.321363909125205,-0.6541852373060629,1.0871632875430577,0.35567830518908417,0.11017561224550486,-0.6900234902590697,0.9901616694373455,0.03400724828247904,-0.7048851277814957,-0.07519641200151123,-0.5124440178443146,1.468330044288939,-0.7121380615639903,1.2236789068090432,-0.3627951244097436,-0.3581945359986016,-0.16339097158042656,-0.2024282824367759
03-01-02-02-02-01-01.wav,2,1,1,-0.7315474319022595,-0.868747582340193,-0.7959810093415315,0.45848260908801947,0.15981073381226435,-1.680278252604649,0.5561754865243682,0.3693740257455811,-0.5070590719032335,0.24917651733044197,1.7792348556763962,-0.5754421404969714,2.5365379912663957,0.16362915567127495,-0.2451221935598882,1.4701315817678846,-0.27368974466595997,-0.26062745376535956,-0.20872589935051322,0.7466682920475449,0.9816330739630974,0.7857148274625658,-0.36194729932898245,-0.35885320300149426,-0.1633351470939783,-0.20029705353636343
03-01-02-02-02-02-01.wav,2,2,1,-0.7160146232062284,-0.9268529243109914,-0.140591161795095,0.17931431913469195,-0.25697864499408224,0.13655348040738005,0.16281878595088603,0.32236524109149384,0.40320725783834865,-0.11766515875979586,0.40845348120413133,-0.3411632342709326,0.7888641510169103,0.7673698539132833,-0.4825010629161838,0.06878140084657172,0.10988103478598271,-0.7683201028706953,-0.1764540215064897,0.7134672079340529,-0.7121380615639903,0.5762043628000515,-0.3607649024047105,-0.35785505932003897,-0.16339097158042656,-0.20802087435097968
