filename,emotion,voice_intensity,statement,statement_repetition,actor_gender,mfcc_mean,mfcc_median,mfcc_std,mfcc_skew,mfcc_kurtosis,mfcc_delta_mean,mfcc_delta_median,mfcc_delta_std,mfcc_delta_skew,mfcc_delta_kurtosis,mfcc_delta2_mean,mfcc_delta2_median,mfcc_delta2_std,mfcc_delta2_skew,mfcc_delta2_kurtosis,chroma_mean,chroma_median,chroma_std,chroma_skew,chroma_kurtosis,mel_mean,mel_max,mel_min,mel_median,mel_std,mel_skew,centroid_mean,centroid_max,centroid_min,centroid_median,centroid_std,centroid_skew,centroid_kurtosis,roll_off_mean,roll_off_max,roll_off_min,roll_off_median,roll_off_std,roll_off_skew,roll_off_kurtosis,rms_mean,rms_max,rms_min,rms_median,rms_std,rms_skew,rms_kurtosis
03-01-01-01-01-01-01.wav,1,1,1,1,1,-13.957471,-13.22983,11.403927,-0.15890095,-0.2580569,-0.0070932535,0.0027158707,2.0433822,0.08758412,-0.44260535,-0.01444914,-0.04702738,1.4046694,0.035215937,-0.36683747,0.4020553,0.32457814,0.29143664,0.67451996,-0.5808232,0.008900091,0.1233222,2.6143953e-06,0.0012992708,0.02222026,4.076669,1472.260906400909,3747.965206120109,581.0685076416883,1164.1080296432033,769.2649861313714,1.4546885665372173,1.1071180030674954,2719.0699084051726,6037.109375,999.0234375,2325.68359375,1416.3979119897883,0.8991448152108763,-0.2899251797324278,0.005509902,0.012585219,0.00027525064,0.005531355,0.002970383,0.3713519,-0.32280493
03-01-01-01-01-02-01.wav,1,1,1,2,1,-14.089419,-13.870247,11.345738,-0.03978802,-0.32558814,0.00782223,0.09240495,2.0605865,-0.06988855,-0.44286937,-0.021748906,-0.058879055,1.4216608,0.035164595,-0.32198578,0.37044752,0.28982824,0.29139856,0.8378685,-0.23998629,0.010221389,0.14501569,2.7251228e-06,0.0013338767,0.026238699,4.076192,1499.510117102757,3787.0062122126624,598.1277871865167,1270.2424065314383,777.8432296676743,1.461738272781278,1.2535055365064673,2844.8589777542375,5918.9453125,1020.5078125,2588.8671875,1324.1896185388007,0.6930045193190255,-0.29961504043210807,0.005844455,0.0130472025,0.00030409623,0.0055552074,0.0032262474,0.34897256,-0.5008218
03-01-01-01-02-01-01.wav,1,1,2,1,1,-13.454927,-12.556394,12.230715,-0.10804272,-0.20667681,-0.0026162327,-0.034945503,2.3456218,0.105615675,-0.48118025,-0.044770487,-0.1288105,1.3437595,0.019877937,-0.36609253,0.37286696,0.304296,0.28369156,0.83188057,-0.12307771,0.014090581,0.19297096,1.924749e-06,0.0019665814,0.035030097,3.9421391,1550.3624747276692,4867.721735869566,537.3614171454366,1170.5505576240944,1025.4769725496105,1.981092824488009,2.9947958573286924,2807.2299299568967,6262.6953125,945.3125,2449.21875,1488.4054909331467,0.9380287908289345,-0.1282060006951693,0.006790739,0.017972853,0.0003498812,0.005990876,0.0040392103,0.93720746,0.6132884
03-01-01-01-02-02-01.wav,1,1,2,2,1,-13.550832,-12.681353,12.133699,-0.03194136,-0.28559262,0.02642351,-0.05285003,2.2337537,0.016050313,-0.5252666,-0.027679551,-0.017958635,1.4034817,-0.087634146,-0.49694744,0.3979682,0.31249034,0.28607473,0.8022477,-0.2973947,0.013257611,0.1717792,2.575075e-06,0.0018542078,0.032646835,3.7070513,1575.0849605103683,4695.050623753595,657.9665435926488,1253.9006470404915,1026.5552975808812,1.680424513508531,1.863304338628045,2872.65625,6241.2109375,923.828125,2588.8671875,1529.6248051982336,0.7742547894889542,-0.4863117276546207,0.0064604213,0.018385822,0.00044305177,0.0057124747,0.004125571,1.4510564,1.7455921
03-01-02-01-01-01-01.wav,2,1,1,1,1,-14.393763,-13.5354,11.971065,-0.14824918,-0.12638386,0.007572034,-0.027088791,2.3570085,0.07907291,-0.36547822,-0.026025191,-0.059478343,1.4032292,0.01241962,0.07664354,0.3904254,0.30633673,0.3035476,0.69432944,-0.6203072,0.0043422906,0.062086962,4.3207848e-07,0.00036731554,0.011395164,4.3281155,1592.5238913369146,4875.120209627636,569.9216855182809,1142.1638053118536,1052.1588122933601,1.4540077370807742,1.144911749317389,2839.4670758928573,6413.0859375,956.0546875,2374.0234375,1655.64330712825,0.7487526674665115,-0.7696368199337495,0.0035856885,0.010987509,0.00028052172,0.0031440828,0.0024696535,1.0030714,0.64044356
03-01-02-01-01-02-01.wav,2,1,1,2,1,-14.301173,-13.673897,11.571401,-0.08738122,-0.08100729,-0.010451183,-0.010909003,2.3216016,0.043074124,-0.35575283,-0.007297623,-0.014240441,1.2936871,-0.018894676,-0.17976125,0.40620086,0.33479497,0.29644734,0.6683731,-0.59042287,0.004525345,0.084901944,1.3784472e-06,0.00065355055,0.013629682,4.6520605,1385.0874584166777,4059.3473892038796,513.0235390553923,1026.4879703660645,886.5397661220492,1.4830816278586592,1.1527190348773253,2557.3567708333335,6284.1796875,687.5,1718.75,1641.1206416911743,0.993962918761145,-0.3958792946546237,0.0036213466,0.012936081,0.00036061974,0.0031259384,0.0025524076,1.7783024,3.5324574
03-01-02-01-02-01-01.wav,2,1,2,1,1,-13.86161,-13.131732,12.510918,-0.007190156,-0.27293238,-0.04047356,-0.13215998,2.3550656,0.10038893,-0.32571393,-0.023317283,-0.056902558,1.3634238,-0.02892894,0.033166725,0.37078094,0.27141437,0.30587396,0.8304903,-0.48446319,0.008320103,0.11408476,2.992901e-06,0.0016552745,0.020106895,4.1531777,1563.0670520575095,5024.337307779813,520.8522339375377,1204.1257655718343,1159.15277947305,1.8975441450615074,2.4686629434361365,2723.3714788732395,6176.7578125,902.34375,2416.9921875,1559.779107542546,1.0139394998438802,-0.0961652612893702,0.005526843,0.011928016,0.000258676,0.0050150435,0.0028614986,0.3560672,-0.3549888
03-01-02-01-02-02-01.wav,2,1,2,2,1,-13.52767,-13.0150585,12.04447,0.037694395,-0.22144306,-0.030319411,-0.2058044,2.2544506,0.114125684,-0.42781472,-0.024863843,-0.027761627,1.3319441,-0.014515291,-0.07182482,0.3634454,0.27678964,0.29977027,0.9141698,-0.19769716,0.0099905,0.11443602,8.0060386e-07,0.0023735142,0.021625593,4.0532928,1447.4933577047482,4941.4460136358975,530.5889849227023,1101.688672567522,1028.6906353840047,2.099545956840919,3.739055094683561,2597.8968523550725,6391.6015625,827.1484375,2159.1796875,1521.8349404248268,1.1207174574627263,0.22501680842021976,0.0057682423,0.013089883,0.00026757747,0.005029692,0.00325338,0.65309477,-0.22591162
03-01-02-02-01-01-01.wav,2,2,1,1,1,-13.854451,-13.20004,11.118265,-0.005311149,-0.37505758,-0.050222673,-0.09232894,2.1656535,-0.0211871,-0.26536393,-0.021399584,0.0061248154,1.2538846,-0.07621437,-0.038872033,0.4233006,0.36427498,0.28568903,0.6319824,-0.4206369,0.002681736,0.031314317,1.3015836e-06,0.00079976174,0.0057904813,4.656967,1379.0509424820398,4173.216338524129,411.1227155545945,1089.3289865066117,853.1637637950988,1.7045676105858554,2.1864062782689695,2532.7392578125,6413.0859375,429.6875,2245.1171875,1511.0892153590928,0.9958928697600476,-0.011860497548826121,0.0029854109,0.008056729,0.00016746698,0.0030135957,0.0016335201,0.95943004,1.5665417
03-01-02-02-01-02-01.wav,2,2,1,2,1,-14.570686,-14.211851,11.395166,0.042187437,-0.27676547,0.0031303614,0.03280422,2.2704775,-0.035145517,-0.4086302,-0.0068418,-0.006947413,1.266757,-0.12761688,-0.20169875,0.42067847,0.3549541,0.29039145,0.619435,-0.6362252,0.0029140827,0.04991904,1.4495431e-06,0.00041218108,0.008253872,4.902,1645.6366362420838,4969.012433033444,510.09358729702296,1141.0406529802785,1168.1869287333227,1.490771306721654,1.2081417176990712,2823.709690824468,6531.25,623.046875,2352.5390625,1720.2732307865651,0.8069495133332647,-0.6547008127691476,0.0029435612,0.010385935,0.0002551761,0.0025178324,0.0020123038,1.5361029,3.2295146
