filename,age category,emotion,mfcc_mean,mfcc_max,mfcc_min,mfcc_median,mfcc_std,mfcc_skew,mfcc_kurtosis,mfcc_delta_mean,mfcc_delta_max,mfcc_delta_min,mfcc_delta_median,mfcc_delta_std,mfcc_delta_skew,mfcc_delta_kurtosis,mfcc_delta2_mean,mfcc_delta2_max,mfcc_delta2_min,mfcc_delta2_median,mfcc_delta2_std,mfcc_delta2_skew,mfcc_delta2_kurtosis,chroma_mean,chroma_min,chroma_max,chroma_median,chroma_std,chroma_skew,chroma_kurtosis,mel_mean,mel_max,mel_min,mel_median,mel_std,mel_skew,mel_kurtosis,contrast_mean,contrast_max,contrast_min,contrast_median,contrast_std,contrast_skew,contrast_kurtosis,centroid_mean,centroid_max,centroid_min,centroid_median,centroid_std,centroid_skew,centroid_kurtosis,roll_off_mean,roll_off_max,roll_off_min,roll_off_median,roll_off_std,roll_off_skew,roll_off_kurtosis,rms_mean,rms_max,rms_min,rms_median,rms_std,rms_skew,rms_kurtosis,zero_cr_mean,zero_cr_max,zero_cr_min,zero_cr_median,zero_cr_std,zero_cr_skew,zero_cr_kurtosis
OAF_back_angry.wav,old,angry,-6.170317,145.76651,-589.78876,2.8052683,66.588,0.08392982,-0.51013625,3.2277858,33.298027,-15.252735,0.520044,8.927265,1.5372459,1.4266919,-2.4618719,10.003472,-39.14668,-0.22892189,7.621417,-1.3307008,1.0429088,0.35466024,0.009535465,1.0,0.2506469,0.30823973,0.95323426,0.054707747,0.6036564,255.73233,4.165054e-09,0.0002909699,6.9356446,3.2944565,12.021217,25.514667615308078,50.78434570114675,3.2297242198593388,25.814873433441658,10.680802542150598,-0.47942479826088935,0.17031360449400829,3289.2858990076897,6531.501486257297,808.9056857562821,3279.2376790319045,1347.019245082045,0.37739931010689054,-0.03419438066788594,5649.151141826923,14072.265625,580.078125,4500.9765625,3839.506287106567,0.5722713712797018,-0.9027321231652619,0.05229324,0.14638335,0.0025585631,0.049204074,0.035432816,0.74933344,0.26923132,0.0582275390625,0.10986328125,0.0146484375,0.056884765625,0.02608253744149694,0.25818014751709567,-0.5716539226661097
OAF_bar_angry.wav,old,angry,-6.3936086,158.04129,-692.9561,3.103088,76.62305,0.10014099,-0.14807907,3.5504696,45.48701,-17.287756,0.36271024,10.227876,1.6662068,1.7408962,-3.0305161,11.837107,-44.629845,-0.15428376,9.035722,-1.6413064,1.6424509,0.37588382,0.010028203,1.0,0.26051444,0.32176834,0.81979984,-0.44063607,0.13822867,47.42266,4.1886827e-09,8.6104505e-05,1.379229,3.810588,16.293453,25.65171986113528,53.24883373803096,3.5638762363589205,25.48165773721827,11.028541837197684,-0.2891774094237169,-0.07018220195802412,3852.4720536495124,11322.282473132724,846.3657555575829,2967.9566585766843,2361.10152436827,1.7299601370456579,2.7737294494523166,6703.841145833333,16285.15625,537.109375,3684.5703125,4951.067835222781,0.6320085305105884,-1.075659356751996,0.026002405,0.06091416,0.0011230543,0.026533108,0.01640032,0.114452235,-1.0151637,0.0860595703125,0.3935546875,0.00341796875,0.07470703125,0.0719121104646668,2.279869624377412,6.0891960722977885
OAF_base_angry.wav,old,angry,-6.3678403,143.90671,-639.6821,2.140062,70.52462,0.01700843,-0.4062547,3.342312,41.856842,-16.65706,0.36294124,9.591775,1.5536906,1.4915284,-2.7837398,9.780675,-41.12113,-0.2089966,8.417087,-1.5107527,1.3797901,0.34312055,0.011439877,1.0,0.23937488,0.3083766,1.0434504,0.10330645,0.3275776,150.29552,4.077188e-09,0.0001734891,3.9637914,3.5567036,13.725937,26.223121313157144,48.82279198725215,3.5248589650612097,26.65960086486742,11.370306426357347,-0.44481296733105474,0.6559613769962647,4247.775083995103,11804.247378503156,776.3536394594692,3967.687656900078,2125.0808503265594,1.3454861516665513,2.9641404327204715,8167.432598039216,16800.78125,494.140625,9087.890625,4772.646762020885,0.04926804098164356,-1.138194035762842,0.037995536,0.11225921,0.0011729224,0.03541055,0.027157713,0.8309904,0.21807384,0.07668887867647059,0.26904296875,0.0185546875,0.0654296875,0.0550899633907267,1.9149796759522058,3.8074659598986917
OAF_bath_angry.wav,old,angry,-5.855876,143.84819,-617.7313,2.1679845,66.93402,0.041791104,-0.47629738,3.2044895,39.80209,-11.161424,0.5922586,8.811229,1.549657,1.4363309,-2.4046876,9.690188,-39.755512,-0.1298497,7.5487103,-1.382258,1.141587,0.34957004,0.0103702,1.0,0.2258635,0.3158664,0.87663215,-0.34537745,0.6748594,240.75714,4.7682827e-09,0.00026442282,7.930005,3.7083063,15.171801,25.15518043773597,49.067216957297276,3.3381383218480005,25.624289248802732,10.169610941424713,-0.4014748903203888,0.3451327685483011,3378.171177747528,11443.22616835296,844.5580895160809,3216.109209731827,1741.231854335239,2.4636649038130476,8.580041347091669,5808.837890625,16177.734375,666.015625,4651.3671875,4006.162308484966,0.993970777208036,0.06828841019527365,0.05277306,0.14141406,0.0010264475,0.04533477,0.03699191,0.6732191,-0.39960742,0.06524658203125,0.2333984375,0.01708984375,0.05224609375,0.0456269242633012,2.059895088609629,4.60886600522818
OAF_bean_angry.wav,old,angry,-6.129452,151.92163,-638.4281,1.8927019,70.9987,0.036565173,-0.35955518,2.930852,39.316975,-18.38823,0.5665177,8.674352,1.3971089,1.2138674,-2.7621796,12.314173,-41.913773,-0.014525513,8.626798,-1.6669666,1.6849624,0.3411242,0.009560796,1.0,0.20389977,0.30930248,1.1149487,0.31921077,0.2387651,119.470215,5.157233e-09,0.00016049373,2.5589943,3.845088,16.302765,25.308106767769154,50.52920991614896,1.7875128237885045,24.225516840390952,10.783934968015224,-0.26957444288587207,0.06520627749958953,3850.34169284132,12096.332675104584,719.1339419630483,3731.349315699485,2127.099269574216,1.1353788413134664,2.5528021743560254,7486.153738839285,16929.6875,365.234375,7283.203125,5130.410269847744,0.08248268478340744,-1.5453337730648395,0.032884076,0.08096105,0.0029923085,0.033637784,0.019765045,0.670254,-0.011022329,0.06005859375,0.22607421875,0.00341796875,0.05126953125,0.04619477218581429,1.8878169770454243,4.059622864521598
OAF_beg_angry.wav,old,angry,-6.1798925,133.58768,-668.784,2.6232424,74.22133,0.073508,-0.40548524,3.5298696,43.97936,-15.474471,0.2693857,10.003163,1.6183238,1.6162616,-2.947506,10.336647,-43.06399,-0.2987389,8.8771515,-1.5428984,1.4774294,0.36214933,0.011089422,1.0,0.22801492,0.322425,0.8903406,-0.390323,0.24169856,80.76758,3.7815555e-09,0.0001121501,2.577876,3.7003894,15.2102375,25.959519536648415,52.658738979149504,2.3970139500486383,25.69504461853328,11.366986947129032,-0.34601313592037275,0.2000982574308575,4046.976608601604,11110.537843459058,928.1378049489729,3520.196688919924,2297.8988987554785,1.765731361341886,3.1416214065693993,7521.3519597457625,16607.421875,580.078125,6832.03125,4650.30224579835,0.3496591729441585,-1.0321502901919046,0.031646237,0.076103814,0.0011157603,0.029290294,0.022367856,0.3404671,-1.0778393,0.0703125,0.37548828125,0.0146484375,0.056640625,0.06700459545538646,2.7265394896066795,7.658980546770689
OAF_bite_angry.wav,old,angry,-5.987446,145.12332,-645.2492,3.0999231,71.160934,0.09759395,-0.47195083,3.320889,42.94076,-16.42563,0.5804111,9.265677,1.5053263,1.4271543,-2.7475014,11.36887,-41.454372,-0.028988393,8.546843,-1.5159655,1.3478327,0.34113154,0.006717609,1.0,0.21178994,0.31639805,1.0187582,0.23277897,0.4985164,146.95087,5.2104454e-09,0.0001724622,5.148701,3.7019577,15.111825,25.877846871448334,51.954759761245015,2.133141115535169,26.05843615771877,11.170072798430953,-0.48770768546531024,0.07528978962508884,3273.053864219723,9379.066556121586,881.7415914575222,3075.861792832897,1445.7608028574605,1.2612182369492775,4.10105121520377,5932.1196933962265,15490.234375,451.171875,4941.40625,3941.271568480435,0.6553459388405255,-0.4291413093778176,0.048665546,0.118429184,0.0018871602,0.047776233,0.03213025,0.17833836,-1.0230277,0.05320423054245283,0.1279296875,0.0087890625,0.056640625,0.024735495001323576,0.5007003588896275,0.5725049965119418
OAF_boat_angry.wav,old,angry,-6.520279,178.99008,-667.46204,2.2274194,76.15759,0.08727218,-0.23396909,3.2975693,43.761395,-15.079767,0.44241375,9.485524,1.5412112,1.4556453,-2.917709,14.391517,-43.26992,-0.3167147,8.857997,-1.4956688,1.4710174,0.31696868,0.0080191195,1.0,0.15936115,0.3195466,1.1539156,0.5832972,0.35641202,78.04288,5.3255906e-09,7.795094e-05,3.2776365,3.96978,16.947193,25.35072664792478,53.01547995160964,2.487923990981633,25.36911589759619,11.136037382655966,-0.16355578691502548,0.08478106374938628,3018.2369263746914,11983.924134653189,748.5376003703329,2471.600345953336,2200.4333342745304,2.724224664901245,8.077705771647222,4952.756485849057,16843.75,601.5625,2857.421875,4426.722943454589,1.3694813973509377,0.7989515267881369,0.038770236,0.08505457,0.0013857789,0.040819492,0.024516864,0.07103359,-1.2019196,0.05945975825471698,0.3427734375,0.013671875,0.04345703125,0.07022035212276262,3.1361285298148713,8.866362942304045
OAF_bone_angry.wav,old,angry,-5.796825,164.02274,-608.5332,1.9328167,66.715294,0.01100114,-0.29079264,2.9863384,39.79494,-13.9618435,0.450684,8.229066,1.3336993,1.0583118,-2.4545166,12.886037,-39.274673,-0.23946215,7.6972675,-1.3264623,1.1021818,0.31876463,0.012133649,1.0,0.18617159,0.31107813,1.093863,0.25257674,0.8144643,302.015,3.7194703e-09,0.00028949796,8.046116,3.8962607,16.923355,26.15629085174417,55.49176854396788,2.1419467990917287,26.4215752035945,11.541222238004107,-0.4250922862420458,0.40979748204122973,3556.5851162663644,12578.804649431404,711.9008495214181,2831.594879510926,2507.36766232251,2.0693516274031283,4.561138156967028,6306.022135416667,17123.046875,451.171875,3566.40625,5206.984747586558,0.7392513208850185,-0.9286237498776289,0.05871313,0.14230224,0.0016927554,0.05675687,0.035857674,0.35122275,-0.51651263,0.0700927734375,0.4306640625,0.0078125,0.046630859375,0.0836106815006742,3.1578414568723616,9.562397653997975
OAF_book_angry.wav,old,angry,-5.887812,140.80804,-641.7172,2.3498416,68.537674,0.014071959,-0.4499116,3.2846708,40.632904,-16.772987,0.43149772,9.148316,1.5265632,1.4562744,-2.5985763,9.599444,-41.678204,-0.1688992,7.9113836,-1.455364,1.2213123,0.3423464,0.008703169,1.0,0.22442952,0.31184345,1.061391,0.6218248,0.3858681,123.12723,3.150922e-09,0.000255459,3.8088877,3.424252,13.063177,26.135392917248655,51.18146053008083,2.6541237979900085,26.94727010733427,11.447322065519343,-0.4960684919352291,0.12323354440507384,4028.4055952633,10990.21719777647,830.1394547478725,3538.9400619344215,1930.2436898892772,1.334740898393418,2.4870531682254704,7843.90318627451,15962.890625,580.078125,7132.8125,4487.9778476480715,0.18617864977884732,-1.1338910500240988,0.0438518,0.10337102,0.0022209776,0.039524138,0.02854562,0.3027916,-1.0382593,0.07685163909313726,0.23828125,0.00830078125,0.072265625,0.050749671144190316,1.3473219004338906,1.8976088949534535
