filename,emotion,voice_intensity,statement,statement_repetition,actor_gender,mfcc_mean,mfcc_median,mfcc_std,mfcc_skew,mfcc_kurtosis,mfcc_delta_mean,mfcc_delta_median,mfcc_delta_std,mfcc_delta_skew,mfcc_delta_kurtosis,mfcc_delta2_mean,mfcc_delta2_median,mfcc_delta2_std,mfcc_delta2_skew,mfcc_delta2_kurtosis,chroma_mean,chroma_median,chroma_std,chroma_skew,chroma_kurtosis,mel_mean,mel_max,mel_min,mel_median,mel_std,mel_skew,centroid_mean,centroid_max,centroid_min,centroid_median,centroid_std,centroid_skew,centroid_kurtosis,roll_off_mean,roll_off_max,roll_off_min,roll_off_median,roll_off_std,roll_off_skew,roll_off_kurtosis,rms_mean,rms_max,rms_min,rms_median,rms_std,rms_skew,rms_kurtosis
03-01-01-01-01-01-01_part_a.wav,1,1,1,1,1,-20.039042,-21.98593,8.943871,-0.8423998,4.5244613,0.2816557,7.6279016e-17,1.7761295,-0.78498596,0.58123195,0.05512588,1.0811022e-15,0.73313063,-0.62201726,1.8896862,0.4718088,0.53020424,0.32514414,-0.25583598,-1.2117883,0.0019287347,0.044007752,0.0,2.7258515e-10,0.0081653595,4.300378,3104.732464452571,6098.114866946048,0.0,3810.928490186001,1802.8952829773266,-0.6079984878351726,-0.5706878570807508,5135.9375,7179.6875,0.0,6664.0625,2708.0210871973204,-1.2227080164761168,-0.300766451278637,0.00079816004,0.008962072,0.0,2.0230486e-06,0.002332604,2.980006,7.0864105
03-01-01-01-01-01-01_part_b.wav,1,1,1,1,1,-14.163986,-13.3802185,10.268028,-0.05456235,-0.3951028,-0.00208627,0.0061095655,1.7925425,-0.04171575,-0.5122089,0.09682237,0.10517033,1.2810518,-0.039105065,-0.50055534,0.3893645,0.31694338,0.29512796,0.76297337,-0.40996042,0.009460759,0.080699205,7.794853e-05,0.0026586717,0.017954873,3.0867128,1413.4302428068659,3354.609069769758,629.6625499117847,1188.9790257771367,712.5972632898632,1.6497922338504327,1.6107085184473071,2636.160714285714,5585.9375,1015.625,2382.8125,1296.595663917158,1.0070250157039,0.1811205098963593,0.005805954,0.009080554,0.002142927,0.0055939793,0.0017518967,0.119943775,-0.700758
03-01-01-01-01-02-01_part_a.wav,1,1,1,2,1,-19.030138,-20.446014,8.444662,-0.74415696,3.494124,0.26976055,0.10018662,1.362099,-0.6580401,0.22696503,0.079461336,-0.0331886,0.8486018,-0.32809287,0.8688285,0.69051176,0.7447536,0.22518164,-0.8519704,0.049702186,0.0014218306,0.04178042,6.486624e-11,1.3315808e-08,0.007082888,4.8319616,3403.1802946907706,4647.829994340284,1395.6143539738762,3447.751471220073,589.2906532284081,-1.4209562967270646,4.232127380774287,6105.803571428572,6937.5,3195.3125,6429.6875,849.1135388259935,-1.9455360315137828,3.423132036176134,0.00067650207,0.008686133,9.536743e-07,8.609519e-06,0.0020959543,3.3058124,9.427745
03-01-01-01-01-02-01_part_b.wav,1,1,1,2,1,-14.412352,-14.149228,10.298432,-0.029158939,-0.25689235,0.013655582,0.15463515,1.8908135,-0.04253746,-0.5856816,0.13060413,0.24242875,1.3268464,-0.11338447,-0.2079136,0.3524779,0.29427817,0.27872777,0.87983555,0.07240339,0.011410462,0.10391368,7.0290414e-05,0.0024757504,0.022659827,2.9458108,1488.2490185806812,3502.829319742034,718.1240113007252,1316.0825802412787,706.0201127729309,1.5932100177733193,1.8254473996319671,2920.9821428571427,5843.75,1070.3125,2617.1875,1300.687934271589,0.7234776855393407,-0.1348874945756724,0.006360072,0.010459951,0.0019655887,0.0066197556,0.0019535683,0.08131281,-0.31302166
03-01-01-01-02-01-01_part_a.wav,1,1,2,1,1,-19.765087,-21.552797,8.970578,-0.55558026,3.491428,0.26827365,-0.16937649,1.6747453,-0.3941316,0.39451972,0.06362342,-0.031487297,0.6639151,-0.2721691,0.91537607,0.65538895,0.6736923,0.210312,-0.30040535,0.07462258,0.0016983884,0.031208161,2.7443886e-10,8.746641e-09,0.006347277,3.8527012,3182.054241018668,4055.573616389438,1320.9540014468253,3395.497218122642,726.2644966638484,-1.5440485585776016,1.407623392863945,5989.0625,7054.6875,2851.5625,6359.375,1114.0451248394616,-1.9591808803406725,2.488344348900477,0.00082138675,0.007885804,2.523185e-06,9.047349e-06,0.0022440385,2.6013718,5.0341682
03-01-01-01-02-01-01_part_b.wav,1,1,2,1,1,-13.8697405,-13.533544,11.142912,-0.04518009,-0.35136017,-0.04193636,0.12446523,2.2125022,-0.013373715,-0.7026335,0.10249072,0.09423505,1.2469463,-0.11819887,-0.6226242,0.36191025,0.28934595,0.27378377,0.7741056,-0.25713733,0.016764516,0.16766238,5.699833e-05,0.0032305089,0.036248866,3.0541644,1627.1129691888377,4845.393380520995,600.2313145633416,1160.6188798758046,1088.0945012410548,1.6523697754864155,1.559463739801954,2928.348214285714,6281.25,1054.6875,2507.8125,1592.2135513630487,0.8560117004346317,-0.5141072620256804,0.0073625045,0.015958065,0.0032064635,0.006427704,0.0033295774,0.99998516,0.20604658
03-01-01-01-02-02-01_part_a.wav,1,1,2,2,1,-20.280346,-21.456026,8.727392,-0.53689706,2.22032,0.3055095,-0.023970027,1.6938984,-0.31384736,-0.3659607,0.106038615,0.031601343,0.7268453,-0.17754127,0.07626176,0.6663985,0.708826,0.22008479,-0.44135693,-0.68923545,0.0013615986,0.026539084,1.7038215e-11,1.4000792e-08,0.0053788675,3.8945127,3145.9823985496987,3999.9999774154276,1222.7566727239534,3081.3280405748956,656.7217736476023,-1.1230894386161827,1.5136376924173192,5966.452205882353,6804.6875,2453.125,6125.0,975.0439100994233,-2.2509015964073518,4.953128996361632,0.000665661,0.006921544,6.7434956e-07,1.1808426e-05,0.001963624,2.8194277,6.085676
03-01-01-01-02-02-01_part_b.wav,1,1,2,2,1,-13.592703,-13.040321,11.159576,-0.048266236,-0.31065336,-0.0039803386,0.15470794,2.1462169,-0.002627933,-0.73213875,0.11273198,0.14723991,1.2862206,-0.07520998,-0.5786237,0.39818478,0.33036724,0.29495642,0.7609911,-0.3897812,0.015544609,0.15956551,9.819165e-05,0.0031386628,0.034652434,2.8528705,1646.0980878488378,4617.125935462606,666.9756758919601,1296.2895816457517,1026.3502817202789,1.542712000043094,1.2136172229516733,3060.202205882353,6257.8125,929.6875,2660.15625,1573.349886358156,0.6232257585938903,-0.6913133015558306,0.006925449,0.017526891,0.002917933,0.0056303837,0.0035645012,1.7134733,2.0098114
03-01-02-01-01-01-01_part_a.wav,2,1,1,1,1,-20.676937,-22.55885,9.133467,-0.64138556,5.1620493,0.23298967,-0.064632595,1.581011,-0.46956784,0.8246487,0.04326315,-0.0025610267,0.72904986,-0.38092405,2.0647912,0.6219643,0.64865524,0.26440436,-0.5872707,-0.17097683,0.0015334741,0.029786281,0.0,1.6095751e-09,0.005960259,4.0638247,3317.9921495442627,4000.0000081490725,0.0,3449.3656871422972,845.5498096481969,-2.2432329409127316,5.116346024222917,5987.753378378378,7117.1875,0.0,6351.5625,1386.9315662028184,-2.779845226545064,7.883056268286261,0.0007799378,0.008363319,0.0,4.2649613e-06,0.0021633115,2.8370888,6.5305786
03-01-02-01-01-01-01_part_b.wav,2,1,1,1,1,-14.358459,-14.092278,10.875166,0.02016135,-0.3123553,-0.014000976,-0.17273231,2.0435195,0.021234155,-0.5989405,0.118584536,0.16883585,1.5144364,-0.13138562,-0.45482898,0.37579873,0.31175086,0.29200083,0.7350218,-0.33183983,0.004367564,0.03639742,9.036442e-06,0.0007114598,0.008522823,3.0605721,1617.026705077818,4887.255353135415,660.0003293172971,1194.901254116231,1034.2933930510426,1.6161372390270403,1.7815055515303468,2996.6216216216217,6539.0625,1117.1875,2468.75,1664.7226205234629,0.7510803352898983,-0.8008066956347597,0.003710653,0.0070519573,0.0010131153,0.0032349185,0.0016651539,0.20099486,-1.0346414
